url,Title,Agency,List_Name
http://www.defense.gov/Resources/,Community Relations ,Defense Department,Military-Departments-A-Z-List.csv
http://comptroller.defense.gov/,Comptroller/Chief Financial Officer,Defense Department,Military-Departments-A-Z-List.csv
https://www.cap.mil,Computer/Electronic Accommodations Program,Defense Department,Military-Departments-A-Z-List.csv
http://cdmrp.army.mil,Congressionally Directed Medical Research Programs,Defense Department,Military-Departments-A-Z-List.csv
https://ct.ng.mil/,Connecticut National Guard,Defense Department,Military-Departments-A-Z-List.csv
http://www.cape.osd.mil/,Cost Assessment and Program Evaluation,Defense Department,Military-Departments-A-Z-List.csv
http://www.crane.army.mil/,Crane Army Ammunition Activity,Defense Department,Military-Departments-A-Z-List.csv
https://www.creech.af.mil/,Creech AFB,Defense Department,Military-Departments-A-Z-List.csv
https://www.dco.uscg.mil/Cruise-Ship-National-Center-of-Expertise/,Cruise Ship National Center of Expertise,Defense Department,Military-Departments-A-Z-List.csv
http://cybercoe.army.mil/,Cyber Center of Excellence,Defense Department,Military-Departments-A-Z-List.csv
https://2025dodtransition.defense.gov,DA&M/BOO,Defense Department,Military-Departments-A-Z-List.csv
http://www.acq.osd.mil/damir/,DAMIR - Defense Acquisition Management Information Retrieval,Defense Department,Military-Departments-A-Z-List.csv
https://apcss.org/,Daniel K. Inouye Asia-Pacific Center for Security Studies (DKI APCSS) ,Defense Department,Military-Departments-A-Z-List.csv
https://www.dantes.mil,DANTES,Defense Department,Military-Departments-A-Z-List.csv
https://sites.google.com/view/dcng-development/home,DC National Guard Development ,Defense Department,Military-Departments-A-Z-List.csv
https://www.dau.edu,Defense Acquisition University,Defense Department,Military-Departments-A-Z-List.csv
http://www.darpa.mil/,Defense Advanced Research Projects Agency (DARPA) ,Defense Department,Military-Departments-A-Z-List.csv
http://comptroller.defense.gov/budgetmaterials/budget1998.aspx,Defense Budget Materials for FY1998 to the current year ,Defense Department,Military-Departments-A-Z-List.csv
http://dbb.defense.gov/,Defense Business Board,Defense Department,Military-Departments-A-Z-List.csv
http://www.cpms.osd.mil/,Defense Civilian Personnel  Advisory Service,Defense Department,Military-Departments-A-Z-List.csv
https://www.dodciviliancareers.com/,Defense Civilian Personnel Advisory Service,Defense Department,Military-Departments-A-Z-List.csv
